0x3c2168de4386a100aedb89b0213e5f8aac6b956c.sol,0.4.24,ForeignBridgeFactory
0x628Ac7C9742a52931486b9af6e54db4511FeFE42.sol,0.6.6,AccessControlledAggregator
0x73f76fb521799305111d6846f03fce037a9f350d.sol,0.4.18,JJKcoin
0x149e42662e99330889664eee7b474d9eedc40a12.sol,0.5.15,ERC20Token
0x79F9ADfBe1bcFfDfE113019602D823C4c47BB30e.sol,0.5.0,MB
0x9ce9b5445fb3333b5c50b2899b374cd6aab1f7ee.sol,0.4.26,EINSTEIN
0x19b57d7e23fa2753261cadae7b5287d17bb83033.sol,0.5.0,MetricsGroup
0x63d0b16a7ba54ea173c1d2eae9b701c146d86caf.sol,0.4.24,FILF
0x78aee0fb519ec6f8f79b721e5b402cf653dfaa62.sol,0.4.26,EParadise
0x4cb52705daebc2d68b7dfd48a960bc249c035f9a.sol,0.5.11,ErazerToken
