0x9c42083a02903624c4d16616468ac1f0e1589520.sol,0.4.18,WrapConversionRate
0x4321a7ccea7d05e4d9bb4ff65716a107e0b5e00b.sol,0.5.11,CVS
0x2c2ad243e228405a0331c946c655b2ae6c9cf457.sol,0.4.16,ERC20GLD
0x8e45aab69795f60b693c2ad91bbe990b64a7abf4.sol,0.5.11,CoronaVirusToken
0x7c9D8Fb3bDe3D9Ea6e89170618C2dC3d16695D36.sol,0.4.23,MainToken
0x4234f27fcec64c182eeea3f0421d837436df8195.sol,0.5.12,Prometheus
0xa7a5c1058194af8f00c187adb7fcc0c95f1c6c2d.sol,0.6.11,SpaceiZToken
0xa66a5f51667da71179c23db79a58c16193dd84a1.sol,0.5.11,LibfxToken
0x283d2d5fa7ec80f00bfeeb370e1b8cbf7caba614.sol,0.5.11,YAMToken
0xb4cfde09a14b05f1affb97f409fc0333e159957e.sol,0.4.23,MainToken
