0x6944d3e38973c4831da24e954fbd790c7e688bdd.sol,0.5.0,IzeToken
0x996c029746a468e75d6392d1d615a3899766c271.sol,0.5.0,Staking
0x9e8a7fe32d0a9498df565939e67edc55d53404d7.sol,0.5.0,Staking
0x3422276Bd1c1834e2C1A93D88Ce1a95028190DF8.sol,0.5.7,tokenGenerator
0x5CfAFCBbAd0e6C0363a7689b605ddFf5Ee3691fa.sol,0.5.0,Town
0x2ae83d024a0620d8a02e4bea055f1e05c5fc8396.sol,0.4.18,ConversionRateEnhancedSteps
0x2a7e7718b755f9868e6b64dd18c6886707dd9c10.sol,0.5.11,DharmaAccountRecoveryManagerV2Staging
0x20eac4c10f13121a0bb14e533ea69c59762e426e.sol,0.4.24,SRT
0x6f4e2618fc0ee75ef805e2873b11715de2b3c787.sol,0.4.17,MVNDToken
0x91ee7472540cef675ebc11e3fac69de24c38495e.sol,0.4.25,XAVIATOKEN
