0x93a0b8b9d428c49068dab06567039207467a7094.sol,0.4.26,SCTG
0x4340b48b1a7a83a5b355ed4ce50559eeb8a91836.sol,0.4.24,BITCOINBAKE
0xa7d1f4d82dfb8aed1f83d0fb4a3978aca890c5d5.sol,0.6.0,MotmansCoin
0x8d2ac4c62ac912c949022c2acb6b532816d1cf51.sol,0.5.0,Bitcom
0x2475fc046632c191f98dec65d89df602a9e4b450.sol,0.4.26,LDGF
0x9f8a849796b1aab7373f61d5a73013f50d1eeb38.sol,0.4.26,voorbestaancoin
0x5f632f77a8077170edcd8faddadf06384cdc0e93.sol,0.5.10,HRQ
0x85a24b2e17648e0584a7160f40932112c1773adf.sol,0.5.16,StrategyControllerV2
0x1b30a057e4211bbd45db5ff6477cfcb625d512f9.sol,0.5.16,XFI
0xac2b03d9b0870a88479719b11a526318e2f0193e.sol,0.5.1,FckDice
