0x3e72a3f9819e43713315c3f13338a4dc74b22baf.sol,0.5.0,PaymentMaster
0x69B401782D893f494BCd362f04E2E2c30076A257.sol,0.5.0,IzeToken
0x8Be12dD9Cd9f104BF996C0166ac1Ed6f54A62523.sol,0.4.24,GMC
0x4DB45d68f31276e7EBa139e42fDf1e18B869e93c.sol,0.4.19,FusionChain
0x35db23f13fcb523d49a06e53092ccdf22f1fd70e.sol,0.5.0,ERC20Token
0x9d96c1e44bad73f980f43f5db6cbedcaf434d6be.sol,0.4.24,QUBIT
0xaB2FBC97BBcD0AF4F7c5BBc0AA95933255aCb784.sol,0.4.25,FASTPAY
0xb05b91801abc0f6a20850ba1cc47fad25266784c.sol,0.5.0,TokenMintERC20Token
0x3F6f3718921FE9F7C113eE3d46928Ff995864078.sol,0.4.24,WpcToken
0xa079fbe0b405c161827ce597da9eec1046110244.sol,0.5.0,StableEuroToken
