0x054bfcd07b64575c23c0045615b37b297e2e2929.sol,0.4.16,TokenERC20
0x4d6f5dfcd69ba31bd5188b11287315b198904cbb.sol,0.4.16,ERC20Token
0x32b666599411f4721de6724c968ed9b3d1cabd79.sol,0.4.24,Yaapoo
0x398e616b74832f26fb342913e0d81fffef70fb71.sol,0.5.0,Rambocoin
0x3f19befe54e45467192de0edf5502b042934825e.sol,0.4.24,CrunchToken
0x42ac02103b2804ca4af3dcd42babfa9ff46d88c0.sol,0.4.26,BitTime
0x8175b3552c25b1b0c04e64b4358ce886ab3e9f0c.sol,0.5.0,TokenMintERC20Token
0x8172a4bac1e193afbd0e9d8e1900bc7f61041dd8.sol,0.4.25,Dinkey
0x240a4d8a4447ac3e2a8bc77d4b5d5a30ee44a29c.sol,0.4.19,FusionChainTEST
0x8fc9b6354e839ab1c8b31f4afa53607092b8c2e5.sol,0.4.24,ECU
