0x7a863753522d67b58ce7221112ad00c7f59fb4c6.sol,0.4.24,FucksToken
0x5175101d17fad6921020921f0916323b953722bf.sol,0.4.24,Phoenix
0x59f312d142d985b21f438477b24c38aff27cd915.sol,0.5.12,ExchangerToken
0x50845ca92828c65c13d4ffe128cbd4beecf81bfc.sol,0.4.26,TokenERC20
0x95d5d6ebAa2E96d643Bd1dfd4FaEa700B7f6753c.sol,0.4.24,FJTX1000X02
0x777ad2358ba4a61dd74a1010116a7bc1ffaa81dc.sol,0.4.17,SDCPToken
0xa0ea06d873fe49eab4806a8659f281de28c6f6b7.sol,0.5.0,MAN
0x8fd9dca979c31e0ba033b4ec0ebed5c671682226.sol,0.4.24,Fifth_Generation_Digital_Currency
0x38a15c192acd28647b3bbf09cb298914dd2d102b.sol,0.4.18,WrapConversionRate
0x208bbb6bcea22ef2011789331405347394ebaa51.sol,0.4.24,AI
