0xb83Cd8d39462B761bb0092437d38b37812dd80A2.sol,0.5.15,ERC20Token
0xB0111E70d54D1Ff1DAe4aB6DDfAf110E25887396.sol,0.4.16,INTToken
0x51c586e20ee54836c231a5ffab38098a6f6a3853.sol,0.5.16,BuzzyFinance
0xa3f02a3f299013bf4861a4b4473feadb660bcaf2.sol,0.4.23,BitherumToken
0x55177f90e2c0b699aa00f03043e625f36e27275e.sol,0.4.24,ElrondGold
0xa6ea3b9c04b8a38ff5e224e7c3d6937ca44c0ef9.sol,0.5.12,GemJoin
0x784cf30c7c61d0f20d6fa6c100ef6ea2ca4e4aed.sol,0.4.18,SetStepFunctionWrapper
0x45639d24d8E145Fe40e24A7a60cbC32D275f65b6.sol,0.4.24,DALK
0x73f588a77d74a3973496e23dcef7ff1bcc989de2.sol,0.4.24,_0xCatetherToken
0x716523231368d43bdfe1f06afe1c62930731ab13.sol,0.5.10,_0xEthereumToken
