0x7decfd85a24e0bc3619d3952e61aa7d3162a2613.sol,0.4.24,MINI_BTC
0xa35b958fe2f84f15f4ae4bcb2f9c00adf9c4a38d.sol,0.5.0,AmericanoToken
0x91ca1d9624084c113d295f2a87fe9cf321fe8dc1.sol,0.5.0,TokenMintERC20Token
0x925a6db32a4de9a5ecb1fd8bdaf1eac2709f268b.sol,0.5.11,CryptoDaysProfi
0x406ab55c0bab2d4a3361f87f251211c3090d80bc.sol,0.5.0,ERC20Token
0x410e0b1bffe0c4ad183266b58d09b3442ffbe1bd.sol,0.4.16,TokenERC20
0x3806012233e34aa690e258f1dd4b534ab793f2e2.sol,0.4.16,IOCoinToken
0x7df50deabb5c7e10172e152ad3300be25a9d3073.sol,0.5.0,Staking
0x2c41da8bd34e39a3d3841433d54ba031264bcce7.sol,0.4.26,TokenERC20
0x33336DA3dBe1196134d56f62f5F352ef86807b76.sol,0.6.0,InstaIndex
