0xa396075c48d73774d885af644c6f2db5bc033da9.sol,0.4.26,Petroleum
0x613a38ac1659769640aae063c651f48e0250454c.sol,0.6.6,AccessControlledAggregator
0x3e7f4beee1d5acdd0de0e29acb64ffca086cb7bd.sol,0.4.26,HumanStandardToken
0x20e9fc982ae1efecaa8c712d1e8f7e5afe1408ce.sol,0.5.0,Staking
0x28d2D42f7B2ab21A8BF350fb4ad4bbD2947324c4.sol,0.4.16,MyAdvancedToken
0xaF3573E1E223c601340AdE1f1D52cd106B264367.sol,0.4.24,TrifoliumCoin
0x86Dd3002BF215082Ea43b0Bd2fD595EcE4341880.sol,0.4.23,MainToken
0x3a73f6156c4fbc71b8fdf38090a9d99401163644.sol,0.6.2,LNTToken
0x77bb57D44953A03FE91E6B45862635741817fE98.sol,0.5.0,ERC20Token
0x83b214752caebe6016947b15b2e5535472a9f8fd.sol,0.5.0,etfToken
