0x5d0360c3940f2f2b54ebc381e3c04ab207191335.sol,0.5.0,yTokenProxy
0xb49921b1c1f30647fe4ca2206aacd4c23e5ae2fb.sol,0.4.19,TokenCRC
0xace621e2510f4026913310b6ec604095992dd8bd.sol,0.6.0,AntiampleClassic
0x5c250ff9b993c6991cc4a3cc543716e53b478018.sol,0.4.24,STPAY
0x2bfbeF3Cc284040430Baf13af435a1A090BE8FeA.sol,0.4.20,ERC20Token
0x2a469a22101f1f672b745d729d13ab8dbd203c9b.sol,0.4.24,COINSTO
0x884ddbb5dc6c2cef77d3e74c6ccca315797d655b.sol,0.4.23,MainToken
0xa607c31273b65d9397539ca5e082bd68f7a2e828.sol,0.5.8,PostCoronaProject
0x7e2a98bf45687d8def095e93abcab42ea454542f.sol,0.5.16,YamMigrationToV3
0x0e605600f9b4b6762498c941fee0b32976cb5e9b.sol,0.5.1,EUROSTABLECOIN
