0x8e768ed468f53843533d46ce7cd9d5675f281fe4.sol,0.4.24,INTRINSICBIT
0x5555e6b8e710bbcd7804f5172395b87c09621f80.sol,0.4.16,ERC20DHT
0x220cfb3a7d00af77bc411cfb7ed63177dca0251a.sol,0.4.16,TokenERC20
0xb88f7052721f375725ee985ee78792e22e38dd69.sol,0.4.26,TokenERC20
0x851be0d936cb611d2cab3c3963338288445c1e52.sol,0.5.10,Zhey_ERC20
0x6fda9ea3b5bb66abefaa0fbf144c1a174ca8f448.sol,0.5.14,cTokenKyberBridge
0x8D9b51d2feb201fCD39BE4fC905Ac7ad0d14A992.sol,0.4.24,DrkToken
0x55d15b5014c20bd385eea2bbb74637212572a70a.sol,0.4.24,LagomCoin
0x2CB60a4291CD613aCc1F141bb87B96c2B816dCC7.sol,0.5.12,GemJoin
0x15c4adfef5cc542cf75552d1d7f74931a5a72a1d.sol,0.4.26,TokenERC20
