0x87d0ca581aff3fe2581d0460ecd7bad8ab795611.sol,0.5.12,ExchangerToken
0x70f2d035a411b806f6f2b3632fe6d748d90eedbf.sol,0.6.10,iCollateralVaultProxy
0xb7479f143f0a0923074b06800322a897f1ffcc0c.sol,0.5.0,LBXC2
0x3fd30714364a1c6d4ef7fe740e51a7352dff2bd2.sol,0.4.18,Hdoki
0x63551b8bc265ee6f68ed8e2d439cdd4ef8803826.sol,0.5.12,CheezyExchange
0x774b629d402d4099f48f7ad0df4a849a0a19e89e.sol,0.4.26,GUCCI
0xaE94d1F83D37C920a4C686cdC8659ae4D68cD0Bc.sol,0.4.23,MainToken
0xa153C1bD407fF2467bB221412AE34B93107B1476.sol,0.4.23,MainToken
0x310657e9ca3825519c44eb970a7599743e53aab0.sol,0.5.0,TokenMintERC20MintableToken
0x989135bb77a68a247c318d63e9d6d4f0be815e83.sol,0.4.23,EduCoin
