0x7899c266e9ebcd74f614674142101b2a6a1cd42f.sol,0.4.26,SFBcoin
0x70e5e3a18780f11e1b9a195ee270c4ccba747ccf.sol,0.4.24,QARToken
0x3589ccED7c84060C428dfBd4BDb9903a3E418e73.sol,0.4.24,ApollonCoin
0xa417221ef64b1549575c977764e651c9fab50141.sol,0.4.24,Aggregator
0x8a07e9996f0d88d515abbe3a483ab0f986e8d6a5.sol,0.4.25,Token
0x97f75ac00a32d54b7fd3a3cf156343cdcb5060f9.sol,0.5.12,Vat
0x9e115f7d5625b111fee987dbecb35de2257157b4.sol,0.4.25,AirdropCoin
0x521a2ac7b33b09fa21a1ad7c040f4e1b5912c1d0.sol,0.5.10,ZTokens_ERC20
0x6d52d340a8537aa0de865a0d87f380d6d512d333.sol,0.5.0,StableAMM
0x6cd82ec77381db21f966fc2639698772354f4b92.sol,0.6.9,HYDRAStaking
