0x39095e83445509c801146892defefd27df76b478.sol,0.4.16,YRACoin
0x91fc23ac10626f1f051f6f0b3ebc335b2006e9f4.sol,0.4.24,UrbanCryptoCard
0x2e4BFA61391230013c30deD7384DD80E282859c8.sol,0.5.9,ERC20BridgeProxy
0x27191cba7560be807ad4ec3d9b54722a5fe7d633.sol,0.4.16,TokenERC20
0x47d9d899bFb70CC53634e0Cd7eEa105217aD1649.sol,0.4.16,TokenERC20
0x3f38cdae6c197ff2d011c2ed4ab768144375743a.sol,0.4.25,ONIX
0xa7d38fbd325a6467894a13eefd977afe558bc1f0.sol,0.4.24,Aggregator
0x108be4b0666eebcf327cca3d374a8a6a0e7ce5e0.sol,0.5.10,BCHPleaseDb
0xb7f5176c702f30724a4ef661e27a293d0b3af50e.sol,0.4.26,BMW
0x6c158864d3b06113bfd9f5f2c219725fd5bc3923.sol,0.5.10,ETH
