0x9522b5f39a11743977214467d14513a6718d7b96.sol,0.5.11,Fireball
0x32dbd3214ac75223e27e575c53944307914f7a90.sol,0.4.24,Aggregator
0xae006c796095f09dce55293486d57579bdd207c8.sol,0.5.10,AlethenaShares
0xa2e9434c0437ef896705d295fad867f234b7fe55.sol,0.5.16,ShareholderVomer
0x3fc117b54223e3986154f83c0655348c5729d636.sol,0.4.17,TetherToken
0x52f4ec19369763fae1020d1730d6f41d78598ef9.sol,0.5.0,ZiNiuToken
0x5936cA0b486eA7B23141f5498f21688d96ab60f8.sol,0.5.3,BasicToken
0xb545f2841cb5c03e4c35605c3103e3045af614b6.sol,0.4.11,PausableToken
0x2ecff878b5567a4be4e5ea0f41749ca62629a952.sol,0.4.26,PRADA
0x6885be47eaaacfb80e6858b8ff00ebe2389b5d56.sol,0.5.0,DGT
