0x115e29615d1c10c8ddf826e4faec64ef6c1e3357.sol,0.4.18,CapitalCoin
0x37314508aA54d240742EaE3C905B2Ffc5B89446f.sol,0.5.0,BatmanToken
0x54c42accb052c404931d0bc8303e6670bfc0a2a4.sol,0.4.16,TokenERC20
0x98ed669c30f06fefafdc2715c675ad02e3d0bfd3.sol,0.5.0,Lockup
0x68534b30f28680c6a9eafd54d06fa99c66bb6e07.sol,0.4.16,TokenERC20
0x07b1f172268e1737c3176b50033dcbd7755284ee.sol,0.5.10,ZTokens_ERC20
0xb5Da07B27d8e90ed3ca720436cBB7f523C75233d.sol,0.4.23,MainToken
0x483fe5eda435ac9e718cc61a13595154c8b66518.sol,0.4.26,DEFi999
0x9715f8f28061c866d47400d90c9dc1d8bbbe6a8f.sol,0.4.18,Token
0x8e7f348c5dfabe9043eaf2e411aa3ec704c4fbe6.sol,0.4.24,HFIL
