0xa5030a5C206Cb7623429B7BC8a74c63a3C0C4f07.sol,0.5.0,DCTToken
0x8738391c5a2b79e067b5f9ea6cf97b3243543df1.sol,0.4.25,OracleRateApprover
0x0c5739865ba70b1d2722720e3bdfdd36632cac8a.sol,0.4.18,BCXCOIN
0x05b884c671c0bf558b7cc4dcd451c389db5ea4f4.sol,0.4.18,Token
0x184DBc267F7956E5445cc9Eda49f769A10C5e365.sol,0.4.16,MyAdvancedToken
0x072B5669721559546bF484E4eC76087704B0d4A4.sol,0.5.13,UMC
0x24d6193066d21d36938dc336322c64034af202d9.sol,0.4.18,PToken
0x2c55f6284caee41d3bcc33305cc54d5e0bfb0bad.sol,0.5.4,Tip
0x4357f5857357541272d331A32e753BA5C2bffc4B.sol,0.5.8,Token
0x72fb7da8037f165ebae91cab7e30ac7cd8d90c2f.sol,0.5.7,Geth
