0x3e2ba83660b3b4d80479afdef0c0d8ce50c87cba.sol,0.4.18,Token
0x13dfa8e094764e43f539351df393be6ba4a3012d.sol,0.5.0,StableAMM
0x0c2dcf13ba0fc7a1bcd235d3f9037aa0ab7c43cd.sol,0.4.24,ECOINV
0x238fdede5a3d1c87b72353e4cf8643c0f8649b5c.sol,0.4.25,DouCoin
0x51d2d2079846f56382702d4a5bc16a9b90cb42fb.sol,0.5.0,TokenGeyser
0x4e4e9bde91dfa6c5a6f98a8656aa7796b5cc34b5.sol,0.4.26,TokenERC20
0x509b21245e3bece664c79fde7aad36d82442b7c2.sol,0.5.0,PropertyGroup
0x09426f3089496863fd07ac903c45a30bda4a27e5.sol,0.5.13,Axion
0x59405d4d1d34ea5c8ecae35f52a3e36c29d6c35d.sol,0.4.24,StrategicAlternativeEnergyToken
0x8129bc22779b79ab69fbe872b6ca5518d6df3585.sol,0.4.18,_0xRPMineableToken
