0x1685c94af73f78c1f9843d65d1f1381c101617a1.sol,0.4.26,BDWX
0x1679e9d59dc30834955a05feafb67ac4396c0448.sol,0.4.24,Elrond
0xb11ec0198541bc59620bfa2e5d8607583f328734.sol,0.4.18,Token
0x004982bfa6ed67cd7f290f45aed3057e5c7463e0.sol,0.4.24,AEther
0xab8a38e7d0003275093f391da84e418c1da43a97.sol,0.4.24,StandardToken
0x619f9ed8c330803bcbaac0218d8e617cba1d5172.sol,0.4.24,FlasToken
0x5770edd5099b570f0fc4ca37949171b3137a186b.sol,0.5.11,DharmaTransferFacilitatorV2
0x460c84f33f63f9ca1fb73d95fd508e4c9574e85c.sol,0.5.12,IntToken
0x664e21c3b7ca6bc4e78104640a46f35cbc3abe02.sol,0.5.0,CRK
0x18e1cecb7277b0f19869911d44160ab9e0317b55.sol,0.5.11,RipgaleToken
