0x5c4d54b123752e3bc525bfbdfcd2301d088abf55.sol,0.4.26,RONALDO
0x25bfb48c791f6464de8fca01542dec64b83d8199.sol,0.5.4,UpCar
0x24ddfe7c64a021135eb79b1d36833e3296f01562.sol,0.5.11,CMP
0x1916d5b167d6b63e1947d04ae5d443fb87807831.sol,0.4.24,Constantinople
0x5f0711c689ed216f97d91126c112ad585d1a7aba.sol,0.5.0,ChainLinkFeedsRegistry
0x8cf15c200bb057dbbbb4b270b95769dff641ee92.sol,0.4.18,cartesiToken
0x3C0e95a7F64E286bBB5bddBfDEc53E2e42f288dc.sol,0.4.24,ClassToken
0x1d01a98f559530f9904631d0a243462b74062478.sol,0.5.0,Staking
0x231df7f56dd6449dcc1e521f99a307e13733995a.sol,0.4.26,EUR
0xa60c029e4f5795f97910ad41a609f40baa77d289.sol,0.4.24,XAGEToken
