0x9ff2e4f332d91ccc3ab368657124d6b736b64590.sol,0.5.12,QCAD
0x8f208a61bd9552d00b985aa3ad89188f540ca38c.sol,0.5.1,USDOLLARSTABLECOIN
0x8081749f7f049d0b7e32bb33decad9eed96693d5.sol,0.5.11,InternationalFinancialAsset
0x3dfb87b192ff03cfd606e2f2fe4220d8b0bca6fc.sol,0.4.24,SEADigitalToken
0x453F663003EDb45b8AABf06a4CA3081F6a4C9101.sol,0.4.23,TemplateCrowdsale
0x58b942E23E1eD671413d149aFC5597D0d7202808.sol,0.4.24,HltToken
0x5f3e90b7ecfbc4f63b60c55ec0e825a927467bcc.sol,0.4.26,MRDF
0xa1a1e36128f9a72b53a181d5a866d44c591858c2.sol,0.5.16,ZFI
0x7Bc5790Fd0C23F45f29f893DF2De8965A3e51F15.sol,0.6.1,TokenTransferProxy
0x8fd41fa261fe4f58c62518008062e24761f07bbd.sol,0.5.8,WrappedCF
