0xa5e14b2cbc0ceee9cf4225ff2db0c3a14fec7390.sol,0.4.18,BTCE
0xa23c22c4bbf98cf3f2976bda54ab67422e7a84d6.sol,0.5.11,SVN
0x4dd78b735b9399963d74c8369d12fa20e879a639.sol,0.4.26,JPY
0x324671fe75b36102dd1a25dabacaa2a05ad76fb8.sol,0.4.24,Fifth_Generation_Digital_Currency
0x5d4bb541eed49d0290730b4ab332aa46bd27d888.sol,0.4.24,Aggregator
0x36E31c256a56F791f636Df25306a4446Fd43E4a7.sol,0.4.23,MainToken
0x804f84a5c4ff8cb42d3d76eb58f295d9b7bc5b37.sol,0.4.24,CRYPTOINFORMATION
0xa60830277aa76a1f9adabf9f78dc339788d0be4e.sol,0.6.8,Token
0x9b53e429b0badd98ef7f01f03702986c516a5715.sol,0.4.24,HY
0x63a049496c1d24d727fdb5af59838562a5aea981.sol,0.4.26,ODX
