0x627888Fd6227Ff7174Bd7C4dE8a006E7dC96F4FF.sol,0.4.23,TELOID
0x923c90b98ee834d118c85ddf44906ee1769df648.sol,0.5.10,Qitcoin
0xb6cd2fe50428dc273d3cb91e2af8ea7e1aff0467.sol,0.4.23,AMEXY
0x4c7b965c22562ba4cd06de4177afc09311f0bf03.sol,0.4.18,MagicCoin
0xad2aa3c57570ad9811ba8ee90316f9c73f78035a.sol,0.4.17,CLN
0xb2536f4320a0bb9157b74ee93631cdff5b7f13dc.sol,0.4.17,AstraDeFiToken
0x8a65ab17324c155fac3e46ad33e9553d9165a252.sol,0.4.24,SCN
0x7cec7f68a62f8073152685fff7b642481d0a4e49.sol,0.5.0,StableAMM
0x171664573e3969874DBa31c35082151Ea4f181F3.sol,0.4.23,MainToken
0x095e1837cac538d5f08040b4f7d0f26d38d46dc3.sol,0.5.0,AllDropsOne
