0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1.sol,0.5.16,Cvp
0x244bd00b4b1623fc59ab542ff34f5b6fcbe7b128.sol,0.4.21,CmmeToken
0x201721e7828acf589fc4064c414fd2e730369517.sol,0.5.0,Staking
0x7f0C14F2F72ca782Eea2835B9f63d3833B6669Ab.sol,0.4.24,UFragmentsPolicy
0x42defc096a872a6cd9c50c6757422fcfc8ed4882.sol,0.4.24,UFragments
0x71e4b8de109428f999391eb3424d2cc87192e8ba.sol,0.5.10,_0x
0x6ab9dca785e4a8fe7f716302dfbc0fc3129407f8.sol,0.4.20,ERC20Token
0x9f14689cdf522849816d5fc960645bc747f64468.sol,0.5.10,RampInstantTokenPool
0x9f54a5ec929dec40e600f76252e68595fe91ed20.sol,0.4.25,Simplify
0x93af40ba3cd1d3b6e7132cff1f7e691feace1bc6.sol,0.5.0,IsoToken
