0x02fc77b3658e006ac54334103a8c85114f68301e.sol,0.4.24,BiomeCoin
0xa98dfead53e38670af03486f5e4536ed436b033d.sol,0.5.12,LockTokens
0x981d8701e5a7a1930fe342cf5e6616455e60c2d6.sol,0.4.26,APPLE
0x435b67f0dcae34c046720de42fcdc135b8f90e55.sol,0.5.0,BistoxExhangeToken
0x6f54421a9f5e40874ba4f5b1e7e335401b80a4fa.sol,0.5.0,Staking
0x38845dcb97972078cf16daf1d0b47d81b777f6d1.sol,0.4.16,MyAdvancedToken
0x0d44b84032feec4326f1ebe03194c5cc11038c22.sol,0.5.16,XTINVESTING
0xb35a761c7f56aaa6e70b0576ed5f2f83524f5cc6.sol,0.5.11,HeliosToken
0x493bc72e7f6cac101fcdc3a4568b94ab270c3dce.sol,0.5.4,FixedSupplyToken
0x71274b95b994db1edadf66867203b4869c26d98e.sol,0.4.16,TokenERC20
