0x8be077228F4e8977a2366653a75C0eB3d68D86b3.sol,0.5.10,Collateral
0x2f6f7a8657121991e0b0eac3f563ebfd9e2e8800.sol,0.5.15,ERC20Token
0x0442bc99441f55244131cc13a2e717c493ddbf01.sol,0.4.16,ERC20REV1
0x0c1f5107ad9dc9e4125f3af94f5c93dbadce99dd.sol,0.4.24,Egold
0x37568E958CC172609aed23C9c6fA93D3449Ff9Ea.sol,0.4.23,MainToken
0x28d0e77f4576cb783a763efe1fd8106c3ca530ed.sol,0.6.0,Escrow
0x2fc7e08d5303d1959c0eedbf5e82b83ffa5357e6.sol,0.4.24,BitchCoin
0x15327de692b0d0036d81dfef52aa446b9e85b7c2.sol,0.4.23,Typhon
0x025daf950c6e814dee4c96e13c98d3196d22e60c.sol,0.5.10,RICH
0x243434048cc22efddb8aab75673618ccbd63d155.sol,0.6.0,OnlyHundred
