0x180599d1Fe39909c63Ee9C37ca815252D6752dCD.sol,0.4.24,Everzon
0x516334aa920c5ae3897b8208952b4b35143904c3.sol,0.4.17,MToken
0x96537d7642645e553e6d32bb750de3fff7ac37fd.sol,0.4.26,SAMSUNG
0x759a58A839d00Cd905E4Ae0C29C4c50757860cfb.sol,0.4.24,Aggregator
0x32fb2b0f1453c91a4c01e504b1e6339f9d7914ba.sol,0.5.0,TokenContract
0x4ef5ccb263b9d0b4472759cb8b53c8054965ff0e.sol,0.4.24,Elitecoin
0x944bb40496044caa796ef4e1b8fcc3346817c60c.sol,0.5.0,StableAMM
0x43F19616c4D677771beE32c467c58621C9d67b3B.sol,0.5.0,Town
0x4f25e9710d006ccdce7d583492eab3d9ca24b3e3.sol,0.5.0,SimpleToken
0xB72F97612d9b62038015c1c4D38e987947573a9e.sol,0.4.23,TemplateCrowdsale
