0xb577d5983da6773ce3bbaf9cd7a15cf82ebbcb01.sol,0.5.1,PALLADIUM
0x75eb5fe3e23f93393398049f2575cf36d6a6af1d.sol,0.5.1,PALLADIUM
0x4ed792a66f2b4cf51671c42137dff7f8703b0875.sol,0.4.12,EDT
0x7b7dad14b2d19b0bd94ef9479ab237a525a373e7.sol,0.5.16,efinance
0xAD9044488a6f7fF7a76Fcce10B9caC2894d5f6B3.sol,0.5.10,Bloom
0x36224f0f52614d2433158ac24023010adbc2945e.sol,0.5.8,EtheCarat
0x8e77d6596743ed542ed8779553c6ece6a64785af.sol,0.4.24,UCF
0x520bba6b38cd3a9d8f799685a5f782d21568210a.sol,0.4.17,Tripdefi
0x3c420e94beac0e2623e6c12c7d90ca4617bb9b24.sol,0.5.0,FlyingPigeon
0x820f8524ee9a5d69c9e9da07f22c7170a714af28.sol,0.4.24,BITCOINPREEFER
