0x456ae45c0ce901e2e7c99c0718031cec0a7a59ff.sol,0.4.19,ERC20Token
0x2976f6cc7498de595ff5b688b5d26ae99d157fc0.sol,0.4.24,FJTX100X01
0x41e9fb94640bb8b3c766f1108ee102849fc2e358.sol,0.6.0,CRV
0x2d64234ff9295174c9805ca68ef5f9ac63f21554.sol,0.4.24,eCredit
0x33E82253e8b84e7Ea95B7eDC710Be3bF576A975E.sol,0.6.6,AccessControlledAggregator
0xa9923971e41228da736cec1e6fbb4670d96d4955.sol,0.4.25,SANTOQ
0x52638106ee69532bd091cafbc55203be74f10200.sol,0.4.24,Queso
0x1b10e71a1b41b74ae555134381a5e1f6ce81e693.sol,0.5.11,BestOneToken
0x9c1A48a8A9bd4345DCc16d65F96f20417a7DAacE.sol,0.6.10,TrueHKD
0x5cd5cff91fc3bfd3aaf1d769b1e040a88266bac5.sol,0.5.11,GCM
