0x051096b73b227f63a0c8f863b436e9a74faf1bf8.sol,0.4.18,CyberSecurityNetwork
0x6776500588f0479beefa31ca7a81ff08ae567757.sol,0.5.0,ERC20Cappuccino
0x1992b427df3ee6c679bc7d977cbb14432c583fef.sol,0.4.24,ILOVESYS
0x6de46884806926275624c2238a312f11f7386579.sol,0.5.0,HabriumERC20Token
0x648d19d775a8d4bafba09e189090bdcbf8ef31c1.sol,0.4.24,SAFARI
0x94855082f3d6b76e35c1110f8a0d720127c146e9.sol,0.4.16,DublerToken
0x5750a2117c14cadd1cc523fd8a600559c89c83bb.sol,0.4.18,WTether
0xb4a677b0e363c3815d46326954a4e4d2b1ace357.sol,0.5.8,THENODE
0x3a3793de348623a037535c9f37b80152d00edd5d.sol,0.4.24,RichToken
0xa6feca56c0ddaf5865c967c93cd158bf5b04d6f6.sol,0.5.16,DeBankToken
