0x5a3b8896d90bf4e656d35370d6b2ab9613a854d1.sol,0.4.24,ORA
0x6f8975248428e41c13fba2c8b797cd62637026f8.sol,0.4.24,BITCOINSTEER
0x4ba1bf0cb44c2d3c192251ef482b3be59867c62a.sol,0.4.26,ZipmexTokenV1
0x67f5e7d54a6db25f14bdeb538edf1df33f8f5a8a.sol,0.5.9,EtherWin
0x92b8562d3369427368aed9087c424ce0cea1a030.sol,0.4.24,RyangCoin
0xb0399c2fb7958d8d0fde93ec58c4efa1ba501375.sol,0.4.24,FiatTokenV1
0x362B4c3947592e3ED0e54580768a92CFEa654b02.sol,0.4.18,FromCarToken
0x8559b5fecc877574726f6add16dd8f5dd24950e6.sol,0.4.18,TribeShares
0x55a31c8779dfe9218677d9f5fb9aba7d35f7e652.sol,0.5.0,StandardToken
0xa78a974b487357ad5c17a072dfee4d31b839b331.sol,0.4.16,HOT
