0xa9303976884a5ecbed0e771243b36547542f86a2.sol,0.4.20,BebPos
0x6195Fc2b3C2ccB00F0A4A2504bdfB8EA1376aeC4.sol,0.6.11,ERC20
0x4bd01086859265d7c32cb2b921d79e75eb1b9116.sol,0.4.26,HKD
0x453abb8b59e5609beb523d2459d4f16a548dfb4a.sol,0.5.7,GoldenCoinP
0x0c55c364d30be315c44c8b911d769c9530016937.sol,0.5.7,Spas157Coin
0x2865d36470c2ab547c7d2024e211dcdc6e542e60.sol,0.4.18,Avalon
0xa869d7a09c6d5ef7ddba11529e26c6dd7480c6d4.sol,0.4.24,MOJOCRYPTO
0x2f18b5d67a60e49fe52528a602f489a232446d94.sol,0.5.0,Staking
0x7370deef84c4704f7549f8a71ae41569a21efe48.sol,0.4.24,Leaf
0x6736077ae034e16f7fafd2d5ed1358370fda1f88.sol,0.4.19,PHEToken
