0x22a39c2dd54b71ac884657bb3e37308abe2d02e1.sol,0.4.24,FiatTokenV1
0xb5b5bb90bdcaa8aa80bc5c5206fd46f6edc46408.sol,0.5.0,PdraToken
0x23275328ac2ac8e8ddad46f487de71d23129a5c0.sol,0.5.1,EthGame
0x533c1de05c9fd2a375ff8416584bdb21c92031e5.sol,0.5.0,DipperNetworkToken
0xb351da6ffebd5dddd1da037929fcf334d6b4a8d5.sol,0.4.11,FlitToken
0x5d382e896e5eac5adc123f29e3152472f3e5794e.sol,0.5.16,TokenSoftToken
0xaa58f29dc4228309fe1e2b17b9cfab51b7fc39b2.sol,0.4.24,WQB
0xb23fdaf5e46ec3974d5b16f1b4ccf986d6bd8d7e.sol,0.5.12,DaiJoin
0x982082453bdcf680004125884c89e2ae8483faa1.sol,0.4.24,CloudCatToken
0x9d8169c8f1e3d1487b13dd0cba19fc4b67e3af8e.sol,0.4.20,ERC20Token
