0x82cB92281a7297EE79dcE738022FB0c112E9C42b.sol,0.4.24,YapCoin
0x6463099be4eadeefbc896b7f4b4cab5301ffdb97.sol,0.4.19,XFINToken
0xadafec29c5abcbff3adf40f093ee4c4c57013f66.sol,0.4.16,TokenERC20
0x72a9432aba000f23f75fcf66592ce3d10c4b7cd4.sol,0.5.10,RETH
0x16444cD77015f5890D269E1249920eC6d307c69B.sol,0.4.24,MainToken
0xa657c9247701b2befcb590614b2c2d66b7460323.sol,0.4.16,EightCoin
0x35ed7969327334d8eef6ac16a61af2769b02f8eb.sol,0.4.18,ConversionRateEnhancedSteps
0x98bfe90ccd9d627f882e40bab73b9a9f923639a4.sol,0.4.24,HCMT
0x775600d48f6b2dcad1c9535c1361aa296ff5a8be.sol,0.4.18,Insu
0xab5d44cb18b863592ab444ce2da1f054bb6b0d4e.sol,0.4.24,GoalTimeToken
