0xad90096d3ed2747e51371081d7709d01dc5beb38.sol,0.4.11,DigitalNationDollar
0x0a3aa27c785d424aa979a04df0d4b1546b0337b6.sol,0.5.0,CO2_Recycler
0x619ff65f38474989959c707b2144ebd2cbe58d1c.sol,0.4.25,TIMEOUTTOKEN
0x46bb139f23b01fef37cb95ae56274804bc3b3e86.sol,0.4.24,Aggregator
0x5217ab12c9bc98ff936d9e571fbc3b25cfd9f48d.sol,0.4.16,ERC20Bich
0x7C1C9B215780386215b2FF01bFef9146866925ce.sol,0.5.0,Token
0x4f73d0649d9f600367f03845dc234e9acfc4e2fc.sol,0.4.24,SPTToken
0x77a277eb906cb43db80ed3acad3682c125d2f923.sol,0.5.16,Fundraising
0x3Dd0C3D17F5fddbbd4fee3B20eD9A177E6Ab6E15.sol,0.4.18,AQUA
0x67025F6230591672DeEEb2e5b193c5a5f1B31D17.sol,0.5.12,Token
