0xb256fdd544e7a4edcdaf803c80ef667a92b5b11d.sol,0.4.21,BCCToken
0x3117dc163461dabd03289e02bc47cc19fe47190b.sol,0.5.0,Staking
0xb51f64a297122d44822fcceecea3ae63b98f4297.sol,0.4.16,AIB
0x5b05dd24fdf2ff814d691c87c15be93c941cd558.sol,0.5.0,ERC20Token
0x7cdf69e2eddac410a652bb51cf428d97ca406d8e.sol,0.4.23,MainToken
0x70e7f1ada9414640c701b49ccd78feffc8f8a571.sol,0.4.24,Verpol
0xa33627d267892ecf4bfe64bc93f73d6aa18f6d99.sol,0.4.17,TetherToken
0x7163b91c325BD05BEDe113c4Cb8e31A12C789B7d.sol,0.4.17,TetherToken
0x6884a495E0961FD509350D20bC7059516fAC7CE5.sol,0.4.23,MainToken
0xa898af554d84e8467845825c38806f84bc9e231f.sol,0.4.19,HLC
