0xa4da9e58ccaff6eba52e81a65b069ac5e77d7e4e.sol,0.4.18,DeBet
0xa117ea1c0c85cef648df2b6f40e50bb5475c228d.sol,0.5.0,DUCATOProtocolToken
0x362998bce7bfc45c1b0a2ecc83952e09712afddb.sol,0.4.23,Bruciare
0x6108f963512eb5632499aa78f39a24fe66b29de0.sol,0.5.16,ShareholderVomer
0x8d6d12062af28936800e2b8193cfaf9805e0d0ff.sol,0.4.23,DigitalRhodiumDRh45
0x6d11799817dc29128cc1fc195184c37c1bea33c5.sol,0.5.1,EUROSTABLECOIN
0x4a4fd2D0368685A9C4243b6c83EF69373dD5c118.sol,0.4.23,TemplateCrowdsale
0x594811736543b0601b50faed7db1cc01079f0443.sol,0.4.26,KRW
0x6552fc82fee7a136e37250d5f2cdeda47de684b9.sol,0.4.24,INVESTMATIC
0x89954cc43cf6e31303725e6b10a40074f6b567f5.sol,0.4.16,RightStarCoin
