0x3c7387f37f90e46d1a27138a7a5ca5d9af3539bb.sol,0.5.0,Staking
0x67197c38b71bee6fcb8d8176e099541245604a5b.sol,0.4.26,CHF
0x9194e3c85e0899581efbc87c265ec0071fc5958c.sol,0.4.18,Tyrantcoin
0xb597b44bd057d3648baf9f9d059d9d9f218b9c96.sol,0.5.16,ShareholderVomer
0x35242Ed010d80F39643982d0216D7CA7AD1FA841.sol,0.5.0,SlonigirafToken
0x8f5e2dea54333af9788e9117dddbcbe6bae445f1.sol,0.4.18,STUSD
0x45d0251bc82b0d383006ca536fc580db113eb4d7.sol,0.4.23,MainToken
0x70fadbe1f2cccbaf98ac88fdcf94a0509a48e46d.sol,0.4.16,GL_ERC20
0x549479cf73b904a633c564cc392f4093037e73b1.sol,0.5.0,StableAMM
0xae82a35174b665881c52a6dec6f743676d1ed1dd.sol,0.4.17,LMCToken
