0x804E26C4EFf0BB196b805bDFb5B29AB828cF0B1f.sol,0.4.24,WhaleCoin
0x8d94296e7e171a98b199eca7f511311dde6a8db6.sol,0.4.16,ERC20SQX
0x588becd76a706f712492c8ee34471baa9259f453.sol,0.4.24,ETHBEAR
0x7044e58623078074031507dbf6ba48381f3ae197.sol,0.4.24,ZeintCrypto
0x2c53d82384c6fc9bd6e4e16ecaa5d85861ac5ce6.sol,0.4.24,WCT
0x80bf9169f4c7bc84344fbc75b026dd57252d9a0c.sol,0.4.26,USDNTToken
0x6900748cffd70ef44aa4909fccef1bdcc8eedf21.sol,0.5.0,GONX
0x1b76d0364e803fb94c1d5ca9faf55f05ee494731.sol,0.6.0,UCN
0x4c880deb2e600eb26e8ab49803fe43e2a93198a6.sol,0.4.23,MainToken
0x62766d95c2b7fd47745cebe4ac74dfe84a37f926.sol,0.4.24,BeeCoin
