0x87dc0e4680b84199727dfb7db667af80e040bae0.sol,0.5.1,GBPOUNDSTABLECOIN
0x65525415669c1bb2d1f55f51cc0ac7b57a68e9ce.sol,0.5.0,Dukat
0x4c131366246b50017f3eed0bd82fa77c77a7aa9d.sol,0.5.12,Flipper
0x15eabb7500e44b7fdb6e4051ca8deca430cf9fb8.sol,0.4.23,MainToken
0x5762fb923ebe240649982ce2bddd06d8c4927d9b.sol,0.4.26,TokenERC20
0xa45cb1bbb00cd9c28435c58df11c6a3f08f36302.sol,0.6.6,AccessControlledAggregator
0x242f846564611a3676824eee23d047c78f9a6c62.sol,0.6.2,TGB
0x87aa50a33899fb292f910c9464f66a68aaab729a.sol,0.5.11,DharmaUSDCImplementationV0
0x6724e93bcad3d067d8f3f5071e050294c49895e8.sol,0.4.16,StoboxEcosystemToken
0x33d19f9e3e3f083ec5c2425401cc53d96e79ac3a.sol,0.4.24,Test123Coin
