0x23935765cdf2f7548f86042ff053d16a22c4e240.sol,0.4.18,Tradez
0x9e1999c02be8fd591b241ca9bc1a6e70e98ad734.sol,0.5.14,cTokenKyberBridge
0x0eF3b2024ae079e6dBC2b37435cE30d2731F0101.sol,0.4.23,MainToken
0x47380216253dc9d50fa9de32948c2d3aae00de2a.sol,0.4.23,SegestaToken
0xa5d34a3ed742f103411409c802baa3a054a89f75.sol,0.6.7,ERCToken
0xad839849a8f366fb6d3d5d028a074ef80f3bb902.sol,0.4.24,EthereumLightning
0x4fd6b3f680dfa951e9a6705fe7c8c8b902b26e5b.sol,0.5.0,Staking
0x565aC8639E53a4bFf4aFb34AC63A49D7bf01500E.sol,0.4.24,XPAYPro
0xac34c76abc6ca0e9b04d46b7e24137d70c65ea87.sol,0.5.0,NRN
0x64ea2c6104f1cf3035e28be0f781b6286d50934d.sol,0.4.24,Satoshivisioncoin
