0x8a68277a6345011ed116a4f0931b30c6ba128b7d.sol,0.5.10,MZXTH
0x21f333fd6e4c63ad826e47fa4249c9fa18a335c1.sol,0.4.24,Aggregator
0x560db9b46b15b51c410daae1fc1fb1886e55a733.sol,0.6.6,Talent
0x6a90445976b4a9ad09de0c1621048483d2f5589f.sol,0.5.10,ZAI
0x46547369b7694d31407c6990dc83510c9d14f0f2.sol,0.4.16,MyAdvancedToken
0x1eeaf25f2ecbcaf204ecadc8db7b0db9da845327.sol,0.4.24,Aggregator
0xb4f6eaf462d1055635a4e2af67cc921d49229f89.sol,0.4.24,EBDCPremiumMedicinalCannabisToken
0xa0b9838d0b0c3255fc9d568abbb35cbcd2db87e1.sol,0.4.17,ATUToken
0x43cb75be5ef49fd52adfaff0971f3479d037617c.sol,0.5.0,TokenGeyser
0x396be06497944Ee1a775EA52ADa304a4C2037d0e.sol,0.4.24,EOSTrust
