0x2da5133c2b4875186cbd4901caf0d32a6842472d.sol,0.4.24,ambrosiacoin
0x1e71676f95ed43e100c26e3411e7b6971e9f16f0.sol,0.5.16,StableAMM
0x4948ec49695972806746264b0a4f9606ecbe9354.sol,0.5.0,MotherFuckingToken
0x009B40Aab0Ec2d4abd696dB7b0cfCe5C24EB9114.sol,0.4.24,CAMToken
0xa90c43e0d6c92b8e6171a829beb38be28a0ad073.sol,0.5.0,EGORAS
0x9d3e265121604c0b17437d8e1fe619900f6c474a.sol,0.4.26,DCND
0x3c5916c40c13ba2a80b66eeddc0b8cedd5e647c7.sol,0.4.24,Tribezcrafting
0x630022871149E6EdF70F41B8108bc19d928AeF01.sol,0.4.24,Infisectra
0xa2e473eda4c379866e6cb749a3ca5016e8ce4f28.sol,0.4.24,ELTOSXToken
0xa7d779c9db310a3cb281448dd1db7da8adcb335e.sol,0.5.8,WMVToken
