0x81994a37cbb3b4e5663c0b85ca94403373083918.sol,0.4.24,DCT
0x4f1e3d5ba6cf6d3b3b82eb270fd1642bdaafcabf.sol,0.5.0,StableAMM
0x50668356cadfb5cae006c06ed16bcffc11524218.sol,0.5.10,ZXTHGold
0xa151e5aecaad2c56319254e0df12768af72db284.sol,0.4.24,SEADigitalStableToken
0x7bae997806015b3e814124d14bb5bed6e725c0a9.sol,0.4.24,BCEToken
0x3B0260cB86D946E716783E977930F50803453f13.sol,0.5.12,ERC20Token
0x9B4abA35b35EEE7481775cCB4055Ce4e176C9a6F.sol,0.5.16,StakingRewards
0x92298fa0647b5dcff6eeabab97c9bd81b5c30d06.sol,0.5.10,Token_ERC20
0x4436e91ed4223c6b30ed23f96e9dfdd419e2e6cb.sol,0.5.0,StableAMM
0x4efa9099738d2c1b38b51b92fd78f27ea2d23fed.sol,0.4.25,ETEST
